Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
1987,10,12,1,1946,1946,2036,2034,PS,1564,NA,50,48,NA,2,0,BUR,LAS,223,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,13,2,2042,1946,2135,2034,PS,1564,NA,53,48,NA,61,56,BUR,LAS,223,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,14,3,1946,1946,2038,2034,PS,1564,NA,52,48,NA,4,0,BUR,LAS,223,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,15,4,2008,1946,2101,2034,PS,1564,NA,53,48,NA,27,22,BUR,LAS,223,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,16,5,2055,1946,2146,2034,PS,1564,NA,51,48,NA,72,69,BUR,LAS,223,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,17,6,1946,1946,2034,2034,PS,1564,NA,48,48,NA,0,0,BUR,LAS,223,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,18,7,1959,1946,2050,2034,PS,1564,NA,51,48,NA,16,13,BUR,LAS,223,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,19,1,1945,1946,2042,2034,PS,1564,NA,57,48,NA,8,-1,BUR,LAS,223,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,20,2,1945,1946,2040,2034,PS,1564,NA,55,48,NA,6,-1,BUR,LAS,223,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,21,3,1945,1946,2036,2034,PS,1564,NA,51,48,NA,2,-1,BUR,LAS,223,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,22,4,2103,1946,2153,2034,PS,1564,NA,50,48,NA,79,77,BUR,LAS,223,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,23,5,2012,1946,2104,2034,PS,1564,NA,52,48,NA,30,26,BUR,LAS,223,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,24,6,1945,1946,2038,2034,PS,1564,NA,53,48,NA,4,-1,BUR,LAS,223,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,25,7,2021,1946,2103,2034,PS,1564,NA,42,48,NA,29,35,BUR,LAS,223,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,26,1,1945,1946,2038,2034,PS,1564,NA,53,48,NA,4,-1,BUR,LAS,223,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,27,2,1946,1946,2038,2034,PS,1564,NA,52,48,NA,4,0,BUR,LAS,223,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,1,4,1848,1820,1956,1921,PS,1564,NA,68,61,NA,35,28,SMF,BUR,358,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,2,5,1820,1820,1926,1921,PS,1564,NA,66,61,NA,5,0,SMF,BUR,358,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,4,7,1820,1820,1926,1921,PS,1564,NA,66,61,NA,5,0,SMF,BUR,358,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,5,1,1820,1820,1928,1921,PS,1564,NA,68,61,NA,7,0,SMF,BUR,358,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,6,2,1819,1820,1927,1921,PS,1564,NA,68,61,NA,6,-1,SMF,BUR,358,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,7,3,1819,1820,1919,1921,PS,1564,NA,60,61,NA,-2,-1,SMF,BUR,358,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,8,4,1822,1820,1925,1921,PS,1564,NA,63,61,NA,4,2,SMF,BUR,358,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,9,5,1947,1820,2049,1921,PS,1564,NA,62,61,NA,88,87,SMF,BUR,358,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,11,7,1820,1820,1929,1921,PS,1564,NA,69,61,NA,8,0,SMF,BUR,358,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,12,1,1821,1820,1924,1921,PS,1564,NA,63,61,NA,3,1,SMF,BUR,358,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,13,2,1829,1820,1929,1921,PS,1564,NA,60,61,NA,8,9,SMF,BUR,358,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,14,3,1829,1820,1930,1921,PS,1564,NA,61,61,NA,9,9,SMF,BUR,358,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,15,4,1844,1820,1951,1921,PS,1564,NA,67,61,NA,30,24,SMF,BUR,358,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,16,5,1931,1820,2034,1921,PS,1564,NA,63,61,NA,73,71,SMF,BUR,358,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,18,7,1840,1820,1942,1921,PS,1564,NA,62,61,NA,21,20,SMF,BUR,358,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,19,1,1820,1820,1928,1921,PS,1564,NA,68,61,NA,7,0,SMF,BUR,358,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,20,2,1819,1820,1928,1921,PS,1564,NA,69,61,NA,7,-1,SMF,BUR,358,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,21,3,1820,1820,1929,1921,PS,1564,NA,69,61,NA,8,0,SMF,BUR,358,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,22,4,1926,1820,2033,1921,PS,1564,NA,67,61,NA,72,66,SMF,BUR,358,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,23,5,1845,1820,1953,1921,PS,1564,NA,68,61,NA,32,25,SMF,BUR,358,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,25,7,1855,1820,2003,1921,PS,1564,NA,68,61,NA,42,35,SMF,BUR,358,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,26,1,1822,1820,1931,1921,PS,1564,NA,69,61,NA,10,2,SMF,BUR,358,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,27,2,1820,1820,1930,1921,PS,1564,NA,70,61,NA,9,0,SMF,BUR,358,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,1,4,830,830,1006,953,PS,1565,NA,96,83,NA,13,0,SAN,SFO,447,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,5,1,NA,830,NA,953,PS,1565,NA,NA,83,NA,NA,NA,SAN,SFO,447,NA,NA,1,NA,0,NA,NA,NA,NA,NA
1987,10,6,2,935,830,1107,953,PS,1565,NA,92,83,NA,74,65,SAN,SFO,447,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,7,3,836,830,1003,953,PS,1565,NA,87,83,NA,10,6,SAN,SFO,447,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,8,4,830,830,1006,953,PS,1565,NA,96,83,NA,13,0,SAN,SFO,447,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,9,5,829,830,1002,953,PS,1565,NA,93,83,NA,9,-1,SAN,SFO,447,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,12,1,837,830,1019,953,PS,1565,NA,102,83,NA,26,7,SAN,SFO,447,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,13,2,829,830,1010,953,PS,1565,NA,101,83,NA,17,-1,SAN,SFO,447,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,14,3,829,830,1004,953,PS,1565,NA,95,83,NA,11,-1,SAN,SFO,447,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,15,4,829,830,1001,953,PS,1565,NA,92,83,NA,8,-1,SAN,SFO,447,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,16,5,829,830,958,953,PS,1565,NA,89,83,NA,5,-1,SAN,SFO,447,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,19,1,831,830,1005,953,PS,1565,NA,94,83,NA,12,1,SAN,SFO,447,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,20,2,838,830,1009,953,PS,1565,NA,91,83,NA,16,8,SAN,SFO,447,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,21,3,830,830,949,953,PS,1565,NA,79,83,NA,-4,0,SAN,SFO,447,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,26,1,838,830,1001,953,PS,1565,NA,83,83,NA,8,8,SAN,SFO,447,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,27,2,831,830,952,953,PS,1565,NA,81,83,NA,-1,1,SAN,SFO,447,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,28,3,824,825,952,953,PS,1565,NA,88,88,NA,-1,-1,SAN,SFO,447,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,29,4,826,825,1000,953,PS,1565,NA,94,88,NA,7,1,SAN,SFO,447,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,30,5,828,825,959,953,PS,1565,NA,91,88,NA,6,3,SAN,SFO,447,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,1,4,1814,1810,1910,1858,PS,1566,NA,56,48,NA,12,4,BUR,LAS,223,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,2,5,1813,1810,1919,1858,PS,1566,NA,66,48,NA,21,3,BUR,LAS,223,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,4,7,1811,1810,1903,1858,PS,1566,NA,52,48,NA,5,1,BUR,LAS,223,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,5,1,1810,1810,1901,1858,PS,1566,NA,51,48,NA,3,0,BUR,LAS,223,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,6,2,1808,1810,1900,1858,PS,1566,NA,52,48,NA,2,-2,BUR,LAS,223,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,7,3,1811,1810,1909,1858,PS,1566,NA,58,48,NA,11,1,BUR,LAS,223,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,8,4,1809,1810,1903,1858,PS,1566,NA,54,48,NA,5,-1,BUR,LAS,223,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,9,5,1815,1810,1909,1858,PS,1566,NA,54,48,NA,11,5,BUR,LAS,223,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,11,7,1809,1810,1858,1858,PS,1566,NA,49,48,NA,0,-1,BUR,LAS,223,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,12,1,1809,1810,1857,1858,PS,1566,NA,48,48,NA,-1,-1,BUR,LAS,223,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,13,2,NA,1810,NA,1858,PS,1566,NA,NA,48,NA,NA,NA,BUR,LAS,223,NA,NA,1,NA,0,NA,NA,NA,NA,NA
1987,10,14,3,1808,1810,1922,1858,PS,1566,NA,74,48,NA,24,-2,BUR,LAS,223,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,15,4,1809,1810,1911,1858,PS,1566,NA,62,48,NA,13,-1,BUR,LAS,223,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,16,5,1819,1810,1916,1858,PS,1566,NA,57,48,NA,18,9,BUR,LAS,223,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,18,7,1808,1810,1911,1858,PS,1566,NA,63,48,NA,13,-2,BUR,LAS,223,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,19,1,1808,1810,1905,1858,PS,1566,NA,57,48,NA,7,-2,BUR,LAS,223,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,20,2,1808,1810,1908,1858,PS,1566,NA,60,48,NA,10,-2,BUR,LAS,223,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,21,3,1809,1810,1911,1858,PS,1566,NA,62,48,NA,13,-1,BUR,LAS,223,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,22,4,1822,1810,1932,1858,PS,1566,NA,70,48,NA,34,12,BUR,LAS,223,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,23,5,1811,1810,1908,1858,PS,1566,NA,57,48,NA,10,1,BUR,LAS,223,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,25,7,1809,1810,1858,1858,PS,1566,NA,49,48,NA,0,-1,BUR,LAS,223,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,26,1,1810,1810,1904,1858,PS,1566,NA,54,48,NA,6,0,BUR,LAS,223,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,27,2,1811,1810,1905,1858,PS,1566,NA,54,48,NA,7,1,BUR,LAS,223,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,28,3,1808,1810,1917,1859,PS,1566,NA,69,49,NA,18,-2,BUR,LAS,223,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,29,4,1810,1810,1900,1859,PS,1566,NA,50,49,NA,1,0,BUR,LAS,223,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,30,5,1813,1810,1858,1859,PS,1566,NA,45,49,NA,-1,3,BUR,LAS,223,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,1,4,1635,1635,1744,1736,PS,1566,NA,69,61,NA,8,0,SMF,BUR,358,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,2,5,1640,1635,1750,1736,PS,1566,NA,70,61,NA,14,5,SMF,BUR,358,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,3,6,1634,1635,1736,1736,PS,1566,NA,62,61,NA,0,-1,SMF,BUR,358,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,4,7,1635,1635,1744,1736,PS,1566,NA,69,61,NA,8,0,SMF,BUR,358,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,5,1,1634,1635,1740,1736,PS,1566,NA,66,61,NA,4,-1,SMF,BUR,358,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,6,2,1634,1635,1738,1736,PS,1566,NA,64,61,NA,2,-1,SMF,BUR,358,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,7,3,1634,1635,1735,1736,PS,1566,NA,61,61,NA,-1,-1,SMF,BUR,358,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,8,4,1635,1635,1739,1736,PS,1566,NA,64,61,NA,3,0,SMF,BUR,358,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,9,5,1639,1635,1745,1736,PS,1566,NA,66,61,NA,9,4,SMF,BUR,358,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,10,6,1635,1635,1743,1736,PS,1566,NA,68,61,NA,7,0,SMF,BUR,358,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,11,7,1634,1635,1744,1736,PS,1566,NA,70,61,NA,8,-1,SMF,BUR,358,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,12,1,1635,1635,1743,1736,PS,1566,NA,68,61,NA,7,0,SMF,BUR,358,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,13,2,1635,1635,1736,1736,PS,1566,NA,61,61,NA,0,0,SMF,BUR,358,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,14,3,1634,1635,1735,1736,PS,1566,NA,61,61,NA,-1,-1,SMF,BUR,358,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,15,4,1640,1635,1746,1736,PS,1566,NA,66,61,NA,10,5,SMF,BUR,358,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,16,5,1653,1635,1757,1736,PS,1566,NA,64,61,NA,21,18,SMF,BUR,358,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,17,6,1634,1635,1736,1736,PS,1566,NA,62,61,NA,0,-1,SMF,BUR,358,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,18,7,1635,1635,1740,1736,PS,1566,NA,65,61,NA,4,0,SMF,BUR,358,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,19,1,1634,1635,1740,1736,PS,1566,NA,66,61,NA,4,-1,SMF,BUR,358,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,20,2,1634,1635,1738,1736,PS,1566,NA,64,61,NA,2,-1,SMF,BUR,358,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,21,3,1639,1635,1745,1736,PS,1566,NA,66,61,NA,9,4,SMF,BUR,358,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,22,4,1654,1635,1759,1736,PS,1566,NA,65,61,NA,23,19,SMF,BUR,358,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,23,5,1636,1635,1741,1736,PS,1566,NA,65,61,NA,5,1,SMF,BUR,358,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,24,6,1634,1635,1737,1736,PS,1566,NA,63,61,NA,1,-1,SMF,BUR,358,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,25,7,1635,1635,1741,1736,PS,1566,NA,66,61,NA,5,0,SMF,BUR,358,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,26,1,1635,1635,1741,1736,PS,1566,NA,66,61,NA,5,0,SMF,BUR,358,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,27,2,1634,1635,1741,1736,PS,1566,NA,67,61,NA,5,-1,SMF,BUR,358,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,28,3,1640,1640,1748,1742,PS,1566,NA,68,62,NA,6,0,SMF,BUR,358,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,29,4,1641,1640,1741,1742,PS,1566,NA,60,62,NA,-1,1,SMF,BUR,358,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,30,5,1640,1640,1747,1742,PS,1566,NA,67,62,NA,5,0,SMF,BUR,358,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,31,6,1642,1640,1749,1742,PS,1566,NA,67,62,NA,7,2,SMF,BUR,358,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,1,4,1500,1500,1606,1555,PS,1568,NA,66,55,NA,11,0,SJC,BUR,296,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,2,5,1500,1500,1601,1555,PS,1568,NA,61,55,NA,6,0,SJC,BUR,296,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,4,7,1500,1500,1559,1555,PS,1568,NA,59,55,NA,4,0,SJC,BUR,296,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,5,1,1500,1500,1601,1555,PS,1568,NA,61,55,NA,6,0,SJC,BUR,296,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,6,2,1515,1500,1618,1555,PS,1568,NA,63,55,NA,23,15,SJC,BUR,296,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,7,3,1502,1500,1600,1555,PS,1568,NA,58,55,NA,5,2,SJC,BUR,296,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,8,4,1504,1500,1606,1555,PS,1568,NA,62,55,NA,11,4,SJC,BUR,296,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,9,5,1533,1500,1635,1555,PS,1568,NA,62,55,NA,40,33,SJC,BUR,296,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,12,1,1523,1500,1618,1555,PS,1568,NA,55,55,NA,23,23,SJC,BUR,296,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,13,2,1505,1500,1559,1555,PS,1568,NA,54,55,NA,4,5,SJC,BUR,296,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,14,3,1526,1500,1626,1555,PS,1568,NA,60,55,NA,31,26,SJC,BUR,296,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,15,4,1508,1500,1611,1555,PS,1568,NA,63,55,NA,16,8,SJC,BUR,296,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,16,5,1554,1500,1654,1555,PS,1568,NA,60,55,NA,59,54,SJC,BUR,296,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,18,7,1512,1500,1612,1555,PS,1568,NA,60,55,NA,17,12,SJC,BUR,296,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,19,1,1500,1500,1555,1555,PS,1568,NA,55,55,NA,0,0,SJC,BUR,296,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,20,2,1505,1500,1619,1555,PS,1568,NA,74,55,NA,24,5,SJC,BUR,296,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,21,3,1500,1500,1559,1555,PS,1568,NA,59,55,NA,4,0,SJC,BUR,296,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,22,4,1510,1500,1616,1555,PS,1568,NA,66,55,NA,21,10,SJC,BUR,296,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,23,5,1502,1500,1607,1555,PS,1568,NA,65,55,NA,12,2,SJC,BUR,296,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,26,1,1500,1500,1603,1555,PS,1568,NA,63,55,NA,8,0,SJC,BUR,296,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,27,2,1500,1500,1610,1555,PS,1568,NA,70,55,NA,15,0,SJC,BUR,296,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,1,4,1723,1723,1830,1826,PS,1569,NA,67,63,NA,4,0,BUR,SMF,358,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,2,5,1737,1723,1837,1826,PS,1569,NA,60,63,NA,11,14,BUR,SMF,358,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,3,6,1722,1723,1827,1826,PS,1569,NA,65,63,NA,1,-1,BUR,SMF,358,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,4,7,1724,1723,1833,1826,PS,1569,NA,69,63,NA,7,1,BUR,SMF,358,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,5,1,1723,1723,1833,1826,PS,1569,NA,70,63,NA,7,0,BUR,SMF,358,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,6,2,1723,1723,1828,1826,PS,1569,NA,65,63,NA,2,0,BUR,SMF,358,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,7,3,1722,1723,1825,1826,PS,1569,NA,63,63,NA,-1,-1,BUR,SMF,358,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,8,4,1730,1723,1840,1826,PS,1569,NA,70,63,NA,14,7,BUR,SMF,358,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,9,5,1724,1723,1831,1826,PS,1569,NA,67,63,NA,5,1,BUR,SMF,358,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,10,6,1722,1723,1825,1826,PS,1569,NA,63,63,NA,-1,-1,BUR,SMF,358,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,11,7,1722,1723,1825,1826,PS,1569,NA,63,63,NA,-1,-1,BUR,SMF,358,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,12,1,1725,1723,1827,1826,PS,1569,NA,62,63,NA,1,2,BUR,SMF,358,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,13,2,1724,1723,1841,1826,PS,1569,NA,77,63,NA,15,1,BUR,SMF,358,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,14,3,1728,1723,1835,1826,PS,1569,NA,67,63,NA,9,5,BUR,SMF,358,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,15,4,1727,1723,1850,1826,PS,1569,NA,83,63,NA,24,4,BUR,SMF,358,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,16,5,1733,1723,1847,1826,PS,1569,NA,74,63,NA,21,10,BUR,SMF,358,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,17,6,1722,1723,1827,1826,PS,1569,NA,65,63,NA,1,-1,BUR,SMF,358,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,18,7,1738,1723,1842,1826,PS,1569,NA,64,63,NA,16,15,BUR,SMF,358,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,19,1,1721,1723,1824,1826,PS,1569,NA,63,63,NA,-2,-2,BUR,SMF,358,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,20,2,1723,1723,1825,1826,PS,1569,NA,62,63,NA,-1,0,BUR,SMF,358,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,21,3,1731,1723,1839,1826,PS,1569,NA,68,63,NA,13,8,BUR,SMF,358,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,22,4,1739,1723,1853,1826,PS,1569,NA,74,63,NA,27,16,BUR,SMF,358,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,23,5,1731,1723,1845,1826,PS,1569,NA,74,63,NA,19,8,BUR,SMF,358,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,24,6,1722,1723,1824,1826,PS,1569,NA,62,63,NA,-2,-1,BUR,SMF,358,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,25,7,1724,1723,1834,1826,PS,1569,NA,70,63,NA,8,1,BUR,SMF,358,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,26,1,1726,1723,1835,1826,PS,1569,NA,69,63,NA,9,3,BUR,SMF,358,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,27,2,1724,1723,1826,1826,PS,1569,NA,62,63,NA,0,1,BUR,SMF,358,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,28,3,1828,1715,1933,1823,PS,1569,NA,65,68,NA,70,73,BUR,SMF,358,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,29,4,1756,1715,1914,1823,PS,1569,NA,78,68,NA,51,41,BUR,SMF,358,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,30,5,1714,1715,1820,1823,PS,1569,NA,66,68,NA,-3,-1,BUR,SMF,358,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,31,6,1714,1715,1816,1823,PS,1569,NA,62,68,NA,-7,-1,BUR,SMF,358,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,1,4,1612,1610,1658,1658,PS,1569,NA,46,48,NA,0,2,LAS,BUR,223,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,2,5,1621,1610,1710,1658,PS,1569,NA,49,48,NA,12,11,LAS,BUR,223,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,3,6,1609,1610,1654,1658,PS,1569,NA,45,48,NA,-4,-1,LAS,BUR,223,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,4,7,1613,1610,1659,1658,PS,1569,NA,46,48,NA,1,3,LAS,BUR,223,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,5,1,1610,1610,1700,1658,PS,1569,NA,50,48,NA,2,0,LAS,BUR,223,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,6,2,1620,1610,1706,1658,PS,1569,NA,46,48,NA,8,10,LAS,BUR,223,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,7,3,1609,1610,1657,1658,PS,1569,NA,48,48,NA,-1,-1,LAS,BUR,223,NA,NA,0,NA,0,NA,NA,NA,NA,NA
